project_name,proponent,region,province,municipalities,project_type,power_mw,status,source,url,updated_at
Determinazione del Dirigente Sezione Transizione Energetica n. 300 del 10 dicembre 2024,Luminora Lopez S.r.l,Puglia,BR,"Brindisi, Mesagne",Autorizzazione Unica,30.0,Autorizzazione Unica - Pubblicato 20 Dicembre 2024,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62750,2026-04-26T15:17:00.105579
PROGETTO DI REALIZZAZIONE DI UN IMPIANTO FOTOVOLTAICO CONNESSO ALLA RETE ELETTRICA DI DISTRIBUZIONE DELLA POTENZA NOMINALE DI 1040 KW DA INSTALLARE PRESSO L'AREA DEMANIALE DI PALERMO,AUTORITA' DI SISTEMA PORTUALE DEL MARE DI SICILIA OCCIDENTALE,Sicilia,,,Verifica di Assoggettabilita a VIA (art.19),1.04,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=213&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.301099
"IMPIANTO FOTOVOLTAICO AD INSEGUIMENTO MONOASSIALE DA 5.771,08 DENOMINATO AMBRA 3 DA REALIZZARE NEL COMUNE DI RIBERA (AG)",PACIFICO AMBRA SRL,Sicilia,AG,"RIBERA, DI RIBERA",V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=316&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.307211
"PROGETTO PER LA REALIZZAZIONE DI UN IMPIANTO FOTOVOLTAICO E RELATIVE OPERE CONNESSE DI POTENZA NOMINALE PARI A 8,69 MWP (7,4 MW IN IMMISSIONE) IN C.DA MALVELLO",VOLTALIA ITALIA SRL UNIPERSONALE,Sicilia,,,V.I.A. (art.23 - 27bis),8.69,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1184&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.431411
"IMPIANTO FOTOVOLTAICO DENOMINATO \SARDELLA\""""",FALCK RENEWABLES SICILIA S.R.L.,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1228&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.444146
"VERIFICA ASSOGGETTABILITÀ A VIA-ART. 19 DLGS 152/06S.M.I. “PROGETTO PER LA REALIZZAZIONE DI UN PARCO FOTOVOLTAICO DA 50MW – DENOMINATO GRANILIA02 - E RELATIVE OPERE DI CONNESSIONE ALLA RTN, NEL COMUNE DI RAMACCA (CT) LOCALITÀ CONTRADA MANDRE BIANCHE.",ITS TURPINO S.R.L.,Sicilia,CT,"RAMACCA, DI RAMACCA",Verifica di Assoggettabilita a VIA (art.19),50.0,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1232&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.445847
IMPIANTO FV PADOVA,SOLAER CLEAN ENERGY ITALY 14 S. R. L.,Sicilia,,,Verifica di Assoggettabilita a VIA (art.19),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1415&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.315144
Impianto FER fotovoltaico - Comune di Lucera (FG) - 29.565 MW,,Puglia,FG,Lucera,Puglia VIA FER - fotovoltaico,29.565,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.279116
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico, denominato ""Di Benedetto 2"" di potenza complessiva pari a 19.958,40 kW, e relative opere per la connessione alla RTN, da realizzarsi nei territori del Comune di CRACO (MT).",Marmaria Solare 10 Sr.l.,Basilicata,MT,Craco,Valutazione Impatto Ambientale (PNIEC-PNRR),19.9584,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/6057,2026-04-26T15:23:26.920707
"Progetto per la realizzazione di un impianto agrivoltaico connesso alla RTN di potenza nominale pari a 25.000 kW e di picco pari a 26.480 kW”, in località Strada vicinale Ticchia",Ivab Solar 6 SRL,Lazio,Frosinone,Paliano,VIA,25.0,,lazio,https://eur05.safelinks.protection.outlook.com/?url=https%3A%2F%2Fregionelazio.box.com%2Fv%2FVIA-059-2024&data=05%7C02%7Credazioneweb%40regione.lazio.it%7C0586da202b784043485808de421104f7%7C64e64a64fc734b3c9278af7b68d66544%7C0%7C0%7C639020838164749528%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=kpYgXPFUQgU7V5x%2F9yREGZWGWGNJqi8L7lQFDx0nBZ0%3D&reserved=0,2026-04-26T15:17:39.290205
Costruzione ed esercizio di un Impianto Agrivoltaico a terra e relative Opere di Connessione e alla rete AT di Terna denominato Bassano_VT04 in loc. La Torre,SOLAR PV UNO SRL,Lazio,Viterbo,Bassano in Teverina,VIA,,,lazio,https://regionelazio.app.box.com/v/VIA-070-2024,2026-04-26T15:17:39.294400
"Impianto agrovoltaico denominato ‘Cassino 17.25’, di potenza pari a 19,344 MWp in loc.Falasca.",RNE 15 S.r.l.,Lazio,Frosinone,Cassino,VIA,19.344,,lazio,https://regionelazio.app.box.com/v/VIA-030-2024,2026-04-26T15:17:39.378287
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico di potenza complessiva pari a 19.994,88 kW, e relative opere per la connessione alla RTN, denominato ""SERRA CARUSO CAP"" da realizzarsi in Basilicata nei territori del comune",ambra solare 16 S.r.l.,Basilicata,MT,Craco,Valutazione Impatto Ambientale (PNIEC-PNRR),19.99488,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/6045,2026-04-26T15:23:26.924851
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico denominato ""Capobianco"", di potenza pari a 250,00 MW, e relative opere di connessione alla RTN, da realizzarsi nei Comuni di Assoro (EN), Raddusa (CT), Enna (EN).",CAPOBIANCO SRL,Sicilia,EN,Assoro,Valutazione Impatto Ambientale (PNIEC-PNRR),250.0,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/6013,2026-04-26T15:23:26.943920
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di impianto fotovoltaico di potenza pari a 50,6 MWp e relative opere connesse, presso le aree denominate ""Aree Sud"" dell'area industriale del Comune di Porto Torres e nel Comune di Sassari (SS).",Eni New Energy S.p.A.,Sardegna,SS,"Porto Torres, Sassari",Valutazione Impatto Ambientale (PNIEC-PNRR),50.6,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5994,2026-04-26T15:23:26.952294
"Impianto agrivoltaico Tuscania F2 di potenza di picco pari a 9,984 MWp",FLYNIS PV 16 Srl,Lazio,Viterbo,Tuscania,VIA,9.984,,lazio,https://regionelazio.app.box.com/v/VIA-093-2022,2026-04-26T15:17:39.439103
"REALIZZAZIONE DI IMPIANTO FOTOVOLTAICO DENOMINATO “MONACI”, DI POTENZA COMPLESSIVA 11,8218 MWP A STRUTTURE FISSE, SITO IN CONTRADA MONACI, COMUNE DI MINEO (CT)",FAI ENERGY S.R.L.,Sicilia,CT,"MINEO, DI MINEO",V.I.A. (art.23 - 27bis),11.8218,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=699&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.321290
"REALIZZAZIONE ED ESERCIZIO DI UN PARCO FOTOVOLTAICO DELLA POTENZA COMPLESSIVA DI 150.000 KW IN A.C. E DI 191.100 KWP IN D.C. E DI TUTTE LE RELATIVE OPERE CONNESSE ED INFRASTRUTTURE, DA REALIZZARSI NEI COMUNI DI CASTELVETRANO (TP) IN C/DE BESI, MONTAGNA E",ENERGIA VERDE TRAPANI SRL,Sicilia,TP,CASTELVETRANO,V.I.A. (art.23 - 27bis),150.0,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=729&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.322773
"IMPIANTO FOTOVOLTAICO COMUNE DI TRAPANI (TP) POT. NOM. 22,116 MW",SOLANING 3 SRL,Sicilia,TP,"TRAPANI, DI TRAPANI",V.I.A. (art.23 - 27bis),22.116,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1256&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.459730
"IMPIANTO FOTOVOLTAICO COMUNE DI MARSALA (TP) POT. NOM. 12,2436 MW",SOLANING 2 SRL,Sicilia,TP,"MARSALA, DI MARSALA",V.I.A. (art.23 - 27bis),12.2436,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1266&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.462915
"REALIZZAZIONE IMPIANTO AGROVOLTAICO POMEZIA 1 CONNESSO ALLA R.T.N. CON POTENZA IN IMMISSIONE PARI A 23,50 MW in loc. Campo Verde",ALPHA SOLAR 1 SRL,Lazio,Roma,Pomezia,VIA,23.5,,lazio,https://eur05.safelinks.protection.outlook.com/?url=https%3A%2F%2Fregionelazio.box.com%2Fv%2FVIA-044-2024&data=05%7C02%7Credazioneweb%40regione.lazio.it%7C050435b79fe249d93ea708de0fd5a3d5%7C64e64a64fc734b3c9278af7b68d66544%7C0%7C0%7C638965607672877042%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=D9zgoFJqJ9ZeklTAu3f2m6FdSjCdWNRYEr2fqei6GAY%3D&reserved=0,2026-04-26T15:17:39.303027
"IMPIANTO AGRIVOLTAICO a terra della potenza in DC pari a 17,57 MWp e in AC pari a 17,1 MW denominato “FOCARELLE” località “Il Vallone”",PONTICELLO SRL,Lazio,Frosinone,Paliano,VIA,17.57,,lazio,https://regionelazio.app.box.com/v/VIA-001-2025,2026-04-26T15:17:39.306052
ARPAE: IMPIANTO AGRIVOLTAICO AVANZATO DI 118.07 MW DENOMINATO JUWI DEVELOPMENT 25 E RELATIVE OPERE CONNESSE SITO NEL COMUNE DI FERRARA (FE),JUWI DEVELOPMENT 25 S.R.L.,Emilia-Romagna,,FERRARA,VIA,118.07,in_corso,emilia_romagna,https://serviziambiente.regione.emilia-romagna.it/viavasweb/ricerca/dettaglio/6819,2026-04-26T15:11:38.220804
Realizzazione di un impianto fotovoltaico a terra di 11900 kWp e delle relative opere di rete Determinazione n° G15541 del 20/11/2025 – Archiviata,RED SOLAR PLANT SRL,Lazio,Latina,Latina,VERIFICA,11.9,archiviato,lazio,https://regionelazio.app.box.com/v/VIA-062-2025,2026-04-26T15:17:39.307577
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrovoltaico denominato (CO2)^2, di potenza in c.c pari a 12,16 MWp e potenza nominale attiva in immissione pari a 12 MWe, localizzato tra la Regione Basilicata e la Regione Puglia, in pa",Agri New Tech Italia S.R.L.,Puglia,BA,"Matera, Santeramo in Colle",Valutazione Impatto Ambientale (PNIEC-PNRR),12.16,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/6050,2026-04-26T15:23:26.932167
"Costruzione ed esercizio di un impianto solare fotovoltaico a terra di potenza pari a 8.892,00 kWp, con le relative opere di connessione denominato Prato Smeraldo",RAI WAY SPA,Lazio,Latina,Pontinia,VIA,8.892,,lazio,https://regionelazio.app.box.com/s/t1cu25hvuqlgerzuycav8sgc2zs0nkb7,2026-04-26T15:17:39.309273
"Valutazione Impatto Ambientale (PNIEC-PNRR): progetto di un impianto agrofotovoltaico denominato ""BIDDINE"" con potenza di picco pari a 35 MWp da realizzarsi nel comune di Acate (RG) in località C.da Biddine e delle relative opere di connessione ricadenti n",Renantis Sicilia Srl,Sicilia,RG,"Acate, Caltagirone",Valutazione Impatto Ambientale (PNIEC-PNRR),35.0,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/6030,2026-04-26T15:23:26.934194
"Valutazione Impatto Ambientale (PNIEC-PNRR): I[ID_12945] Istanza per l'avvio del procedimento di Valutazione di Impatto Ambientale ai sensi dell'art. 23 del D.Lgs. 152/2006 relativa al progetto: Impianto Agrivoltaico avanzato denominato ""Casalone"" di poten",CUBICO CASALONE S.R.L.,Lazio,VT,Viterbo,Valutazione Impatto Ambientale (PNIEC-PNRR),36.3,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5996,2026-04-26T15:23:26.958666
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrovoltaico, denominato ""Surbo"", della potenza nominale di 46,883 MW integrato da un sistema di accumulo da 31,5 MW, per una potenza massima in immissione pari a 78,383 MW, e delle relat",SCS 11 S.r.l.,Puglia,LE,Lecce,Valutazione Impatto Ambientale (PNIEC-PNRR),46.883,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5990,2026-04-26T15:23:26.962363
"REALIZZAZIONE DI UN IMPIANTO FOTOVOLTAICO DENOMINATO “CIARAMITO LA PIANA” DELLA POTENZA NOMINALE PARI A 12,126 MWP DC (9,90 MW AC IN IMMISSIONE) E OPERE PER LA CONNESSIONE ALLA RETE ELETTRICA, SITO IN C/DA CIARAMITO LA PIANA NELLA ZONA INDUSTRIALE DI ENNA",BLUSOLAR ENNA 1 S.R.L.,Sicilia,,,V.I.A. (art.23 - 27bis),12.126,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=876&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.235733
"UN IMPIANTO A TECNOLOGIA FOTOVOLTAICA FV-SPADARO EN 64B DELLA POTENZA NOMINALE DI 6000 KWP, DA REALIZZARSI NEL COMUNE DI GELA (CL).",EDERA SOL SRL,Sicilia,CL,"GELA, DI GELA",V.I.A. (art.23 - 27bis),6.0,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=797&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.329836
"REALIZZAZIONE DI UN PARCO AGRIVOLTAICO PER LA PRODUZIONE DI ENERGIA ELETTRICA, CON POTENZA NOMINALE PARI A 6,004 MW, alla Località Santa Croce DELLE OPERE CONNESSE E DELLE INFRASTRUTTURE INDISPENSABILI.",Tombelle Srl,Lazio,Frosinone,Piedimonte San Germano,VERIFICA,6.004,,lazio,https://regionelazio.app.box.com/v/VIA-015-2024,2026-04-26T15:17:39.392172
"REALIZZAZIONE ED ESERCIZIO DI UN IMPIANTO FOTOVOLTAICO DELLA POTENZA COMPLESSIVA DI 130.000 KWP IN AC E DI 155.000 KWP IN DC E DI TUTTE LE RELATIVE OPERE CONNESSE ED INFRASTRUTTURE, DA REALIZZARSI NEI COMUNI DI MONREALE (PA) E DI CAMPOREALE (PA)",IPOMEA SOL SRL,Sicilia,PA,MONREALE,V.I.A. (art.23 - 27bis),130.0,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=836&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.331303
Realizzazione impianto FV circa 50 MWp,FIUMICINO RINNOVABILI SRL,Lazio,Roma,Fiumicino,VIA,50.0,,lazio,https://regionelazio.box.com/v/VIA-095-2021,2026-04-26T15:17:39.517546
"IMPIANTO FOTOVOLTAICO 34,53 MWP - TAVERNA",RESREI SRL,Sicilia,,,V.I.A. (art.23 - 27bis),34.53,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=923&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.350170
"Provvedimento Unico in materia Ambientale (PNIEC-PNRR): Progetto di un impianto agro-fotovoltaico e le relative opere di connessione alla rete, denominato ""Zaffarana 38"", della potenza nominale pari a 38.3 MW, da realizzarsi nei Comuni di Trapani (TP), in",EDPR Sicilia PV S.r.l.,Sicilia,TP,Trapani,Provvedimento Unico in materia Ambientale (PNIEC-PNRR),38.3,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/6018,2026-04-26T15:23:26.939580
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico denominato ""Velletri-Lazzaria"" della potenza di picco pari a 43,65 MWp e potenza in immissione di 41,58 MWac integrato con un sistema di accumulo da 40 MW, da realizzarsi nel",Ica Ren Elf S.r.l.,Lazio,RM,Velletri,Valutazione Impatto Ambientale (PNIEC-PNRR),43.65,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5984,2026-04-26T15:23:26.968772
"Provvedimento Unico in materia Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico denominato ""Bordonaro"", della potenza di 130 MW e delle relative opere di connessione alla RTN, da realizzarsi nei comuni di Gangi (PA), Enna (EN), Calascibetta (E",Alta Capital 12 S.r.l.,Sicilia,PA,Gangi,Provvedimento Unico in materia Ambientale (PNIEC-PNRR),130.0,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5967,2026-04-26T15:23:26.982036
"Realizzazione di un impianto agrivoltaico denominato “Torre del giglio” collegato alla RTN di potenza 19.998,72 kWp DC e 18.000,00 kW in AC in località adiacente Via Linosa, snc",ECO SUNHARVEST 1 S.R.L.,Lazio,Latina,Aprilia,VIA,19.99872,,lazio,https://eur05.safelinks.protection.outlook.com/?url=https%3A%2F%2Fregionelazio.app.box.com%2Fv%2FVIA-012-2025&data=05%7C02%7Credazioneweb%40regione.lazio.it%7C2044fcab1ada4b49915508ddd3742dd9%7C64e64a64fc734b3c9278af7b68d66544%7C0%7C0%7C638899218429175116%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=N7SQsNIx6Z8IO4DYq%2FZ8Hqihivgtc5h82U1y%2BzUyJU0%3D&reserved=0,2026-04-26T15:17:39.310755
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto solare agrivoltaico connesso alla RTN della potenza di picco pari a 27,65 MW e delle relative opere di connessione alla RTN ricadenti nel comune di Buseto Palizzolo (TP) e piano agronomic",INE Elios-Menta S.r.l.,Sicilia,TP,Buseto Palizzolo,Valutazione Impatto Ambientale (PNIEC-PNRR),27.65,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5969,2026-04-26T15:23:26.988153
IMPIANTO FV CASALE,ENERGIE RINNOVABILI MONREALE SRL06734150821,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=967&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.358536
"PROGETTO DI UN IMPIANTO FOTOVOLTAICO DENOMINATO “COMITINI SUD CP248024449” UBICATO NEL COMUNE DI COMITINI (AG) CON POTENZA NOMINALE 5039,04KW COMPRENSIVO DELLE OPERE DI CONNESSIONE IN COMUNE CON UN SECONDO IMPIANTO DENOMINATO “COMITINI NORD CP240953695”",NEXTPOWER DEVELOPMENT ITALIA S.R.L.,Sicilia,AG,"COMITINI, DI COMITINI",V.I.A. (art.23 - 27bis),5.03904,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1280&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.468146
"PROGETTO DI UN IMPIANTO FOTOVOLTAICO UBICATO NEL COMUNE DI POZZALLO (RG) CON POTENZA NOMINALE 10195,24 KW COMPRENSIVO DELLE OPERE DI CONNESSIONE ALLA RETE DI E-DISTRIBUZIONE",NEXTPOWER DEVELOPMENT ITALIA S.R.L.,Sicilia,RG,"POZZALLO, DI POZZALLO",V.I.A. (art.23 - 27bis),10.19524,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1297&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.472597
REALIZZAZIONE DI UN IMPIANTO AGRO-FOTOVOLTAICO DA 15 MW E RELATIVE OPERE DI CONNESSIONE DA INSTALLARE IN COMUNE DI VALDERICE (TP) - LOCALITA' MAFI E MARTOGNELLA,REPOWER RENEWABLE SPA,Sicilia,TP,"VALDERICE, DI VALDERICE",V.I.A. (art.23 - 27bis),15.0,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1303&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.474039
IMPIANTO FOTOVOLTAICO DENOMINATO ISPICA 1,ISPICA 1 SRL,Sicilia,,,Verifica di Assoggettabilita a VIA (art.19),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1344&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.475494
"IMPIANTO AGRO-FOTOVOLTAICO A TERRA DENOMINATO “S&P 7”, DI POTENZA COMPLESSIVA PARI A 110.855,10 KWP (100.000 KW IN IMMISSIONE)",S&P 7 S.R.L.,Sicilia,,,V.I.A. (art.23 - 27bis),110.8551,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1332&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.485743
IMPIANTO FV CONTADO 3,SOLVESTIA 1 SRL,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1339&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.491461
IMPIANTO FV CONTADO 4,SOLVESTIA 1 SRL,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1340&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.492811
IMPIANTO FV OTTAVIANO,SOLAER CLEAN ENERGY ITALY 11 S.R.L.,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1345&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.494563
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto fotovoltaico della potenza di 10,42 MW, successivamente ridotta a 10,16 MWp, e delle relative opere di connessione alla RTN, da realizzarsi nei Comuni di Villanova Truschedu e Ollastra (O",BALTEX SARDEGNA 10 VILLANOVA TRUSCHEDU S.R.L.,Sardegna,OR,"Villanova Truschedu, Ollastra",Valutazione Impatto Ambientale (PNIEC-PNRR),10.42,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5989,2026-04-26T15:23:26.965664
